Id_accidentalidad;seq_fecha;franja_horaria;r-franja;seq_tipo_accidente;seq_afectación;seq_tipo_servicio;seq_empresa_operadora;concesion;linea;ruta;coordenada_X;coordenada_Y;desp_suceso;num_lesionados _valorados;num_lesionados _trasladados;num_víctimas_fatales;gravedad_afectados;conciliación;placa;inmovilizado;sentido
203280;11;16 - 17;16:00 - 19:59;4;3;3;3;2;[67] 385;[3052] NORMAL V8;603145;509939;Tabla 10 Viaje 7 Operador reporta que un bus provisional  transita por su lado izquierdo, colisionando el zonal y causando daños al espejo de este, el operador al ver lo sucedido cierra el paso de este ya que indica se iba a dar a la fuga, después de unos minutos se realiza conciliación por los daños generados al zonal,    Móvil se desplaza a patio,  se reporta a Wilson Largo del Área de Accidentalidad Reportado por Roció Salcedo Tecnico de Control  Reportado a Liz Salazar Supervisor Transmilenio ;0;0;0;5;Sí;WPN478;No;Sur-Norte
202450;5;12 - 13;12:00 - 15:59;19;1;3;4;8;[768] T50.;[2525] T50;598110;511154;El operador realizando la Tabla 8 viaje 4 informa que una usuaria se disponia a descender del bus zonal le aprisiona una mano con  la puerta aproximadamente manifiesta fuerte dolor en su mano y es atendida por ambulancia/ Llega al punto policía de tránsito  y abogado de la empresa Alfonso López se determina responsabilidad para el operador con Hipótesis número 157 (No estar pendiente de los usuarios) se realiza IPAT  El móvil se desplazó a patios de movilidad álamos  Toda la novedad fue informada a técnico supervisor de Transmilenio Elkin Martínez por Técnico de Control Cristian Martínez Este Es Mi Bus  ;0;1;0;1;No;VEY374;Sí;Occi-Orien
203309;12;7 - 8;04:00 - 07:59;18;3;3;3;2;[835] 201B;[3397] 201B CIRCULAR;598288;524781;operador  realizando tabla 1 viaje 1   manifiesta que en el punto hay un accidente de tránsito se le autoriza desviar  por parte de centro  de control , el operador no desvía y lo que hace es una maniobra peligrosa  (reversa) y    choca la parte trasera del zonal   con  un voladizo de una casa , el hecho no hay lesionados ,no hace presencia poliica ,  el operador se retira del punto y más adelante llama para reportar la novedad  ,operador manifiesta que no hubo daños en la infraestructura,   realiza transbordo y se desplaza para el patio,   reporta técnico Claudia Cruz a  supervisor de transmilenio  Jenny Ávila;0;0;0;5;No;WEX592;No;Sur-Norte
203317;12;10 - 11;08:00 - 11:59;6;3;3;3;2;[819] C36_V2;[3338] C36 EEMB Ida C.V.;599736;514774;Operador realizando la tabla 2 viaje 5/indica que al momento de terminar de desalimentar en el paradero saliendo a carril central lo choca móvil topo zonal el cual  realizanba la ruta 722 por el costado izquierdo trasero, se le informa a técnico de vías/ al punto hace presencia policía de tránsito , asistente jurídico: Rubén Alvear, responsabilidad para el tercero hipótesis 121 ( No Mantener Distancia De Seguridad), pero la conciliación se determina que cada uno asume sus daños , móvil continua servicio  Reporta Técnico de Control Zonal Fernanda Cely de Este Es Mi Bus SAS a Técnico Supervisor de TransMilenio SA Jenny Ávila ;0;0;0;5;Sí;WEX350;No;Sur-Norte
203401;13;9 - 10;08:00 - 11:59;2;3;3;3;2;[775] 105 EEMB;[3416] 105 CONF VIA ALAMOS ;593373;511380;tabla 25  viaje 1 / operador informa que un vehiculo tipo furgon pasa y lo colisiona de manera leve y luego se retira del punto/ en el hecho no hay lesionados/ zonal se dirige al patio/ reportado por Christian Garcia/ reportado a Edwin Garzon;0;0;0;5;No;WEV502;No;Occi-Orien
203449;13;16 - 17;16:00 - 19:59;2;3;3;3;2;[775] 105 EEMB;[2673] 105 BACHUÉ-BOITA;596055;513144;operador que realizaba tabla 29 viaje 1 transitando por fuera de ruta por acción de regulación  informa que un camión de marca Chevrolet le cierra la vía y lo choca, golpeándolo en el parte delantera izquierda, causando daños al zonal  En el hecho no se presentan heridos  No se envía asistencia jurídica ya que el tercero se da a la fuga  No hace presencia unidades de tránsito  Zonal continúa ruta  Reporta Técnico de Control Zonal Felipe sierra de Este Es Mi Bus SAS a Técnico Supervisor de Transmilenio SA Jorge Enrique Gutiérrez Rosero;0;0;0;5;Sí;WDE182;No;Sur-Norte
203495;13;20 - 21;20:00 - 23:59;2;3;3;3;2;[67] 385;[3052] NORMAL V8;600883;517671;Operador que realizaba tabla 11 viaje 7, informa que un vehículo particular Mazda, le cierra la vía y lo choca, golpeándolo en el parte delantera derecha, sin causarle daños al zonal  En el hecho no se presentan heridos  No se envía asistencia jurídica ya que el tercero se da a la fuga  No hace presencia unidades de tránsito  Zonal continúa ruta  Reporta Técnico de Control Zonal Felipe sierra de Este Es Mi Bus SAS a Técnico Supervisor de Transmilenio SA Andrés Muñoz ;0;0;0;5;No;WCL700;No;Orien-Occi
203561;14;9 - 10;08:00 - 11:59;2;3;3;3;2;[668] T31;[2868] T31 V8;600042;513439;"Tabla 7 viaje 3 / operador informa que un vehiculo tipo furgon pasa demasiado cerca y lo colisiona de manera leve a un costado del zonal y se retira del punto/ en el hecho no se presentaron lesionados/ operador realiza trasbordo de usuarios y se dirige para el patio/ reportado por Christian garcia/ reportado a Edwin Garzon
";0;0;0;5;No;WNT090;No;Occi-Orien
203585;14;12 - 13;12:00 - 15:59;2;3;3;3;2;[739] 271L;[2665] 271_20022017_S-N_V4;597179;514241;tabla 10 viaje 5 / operador informa que un vehiculo particular va saliendo sobre a la avenida sin precaucion alguna generando una colision leve/ version del operador indica que el tercero al ver que el tiene la responsabilidad y tampoco presenta daños significativos se retira del punto/ zonal continua en recorrido/ en el hecho hay lesionados/ reportado por Christian Garcia/ Reportado a Damaris Reyes ;0;0;0;5;No;WNT111;No;Sur-Norte
203587;14;12 - 13;12:00 - 15:59;6;3;3;3;2;[96] 669;[2871] IDA V8;602473;515269;tabla 3 viaje 9 / Operador informa que colisiona de manera leve a un zonal el cual realizaba la ruta 112B tabla 26/ operador en mencion asume responsabilidad/ ambos continuan en recorrido/ en el hecho no hay lesionados/ reportado por Christian Garcia/ reportado a Damaris Reyes ;0;0;0;5;Sí;WCL669;No;Occi-Orien
203696;15;6 - 7;04:00 - 07:59;3;3;3;3;2;[775] 105 EEMB;[3416] 105 CONF VIA ALAMOS ;593534;513008;El operador de la tabla 10 viaje 1 reporta que un taxi le impide el paso aclarando que le golpea el carro metros atras, hace presencia policia de vigilancia y posteriormente llega polciia de transito y el abogado de la empresa Jeynnith Smith Avila Avila, finalmente llegan a un acuerdo y el zonal se desplaza para patio, se reporta a supervisor de transmilenio Aura Agudelo, Reporta Andres Camacho;0;0;0;5;Sí;WDE179;No;Norte-Sur
203729;15;9 - 10;08:00 - 11:59;2;3;3;3;2;[821] 60 V2;[3340] 60 EEMB;600318;512352;tabla 24  viaje 1 operador  informa que venía transitando   carril uno de la vía  y    camión de basurasalió sin precaución   impactando el  zonal  en la parte posterior, según versión del operador en el hecho no se presentaron lesionados, al punto hace presencia policía de tránsito   quien reconoce el caso realiza apertura de informe  con causal  103 (Adelantar Cerrando ) codificando al operador, zonal se dirige  patio , se reporta   a  supervisor TransMilenio Edwin Ricardo Garzón Losa;0;0;0;5;No;WNT104;No;Orien-Occi
203735;15;10 - 11;08:00 - 11:59;2;3;3;3;2;[132] 193B;[2417] 193B CNFG PATIO 90 HABITUAL;603617;519717;"Operador con el zonal  a cargo realizando tabla 13 viaje  2  presenta  un choque simple sin lesionados  operador  manifiesta que  el móvil  particular lo cierra y  frena  enfrente  al  zonal  se solicita asistencia  jurídica el doctor Leonardo García ,al  punto llega  policía de tránsito quien determina responsabilidad para el operador hipótesis 121 ( no mantener distancia  de seguridad) ,Movil se desplaza para el pátio,   Reporta técnico de control  Claudia  Cruz a supervisor  de  tms Edwin Garzón 

";0;0;0;5;No;VEX687;No;Occi-Orien
203800;15;19 - 20;16:00 - 19:59;4;3;3;3;2;[406] 540_activa;[2325] VUELTA V2;601110;519069;"Tabla: 28 Viaje: 6 Operador informa que va por su carril y un bus intermunicipal por adelantarlo lo impacta por un costado, en la novedad no se presentan lesionados se envía asistencia de abogado al punto/ realiza fonia nuevamente informa que Policia de Transito el cual no se obtiene identificacion les da la orden de mover los vehiculos ya que no hay daños  el zonal continua el recorrido/ Reporta Técnico de Control Zonal Darwin Eduardo Martínez Rodríguez de Este Es Mi Bus SAS a Técnico Supervisor de TransMilenio SA Andrés Mauricio Muñoz Morales
";0;0;0;5;No;WPO035;No;Sur-Norte
203850;16;8 - 9;08:00 - 11:59;3;3;3;3;2;[821] 60 V2;[3340] 60 EEMB;599880;505204;El operador quien presta servicio para la tabla 17 viaje 1 reporta que  presenta un accidente de tránsito simple contra un taxi  segun versión del operador el taxi invade el carril del zonal y lo colisiona, se continua recorrido, el tercero no suministra datos, no se tomaron datos de policia de tránsito, se informa novedad a Wilson Largo Técnico de Vías y a Edwin Garzon Supervisor de Transmilenio ;0;0;0;5;Sí;WNT222;No;Norte-Sur
203872;16;10 - 11;08:00 - 11:59;2;3;3;3;2;[668] T31;[2868] T31 V8;600509;512711;El operador realizando la tabla 1 viaje 5 furgon pasa demasiado cerca y lo colisiona de manera leve por el costado izquierdo/ en el hecho no se presentan lesionados/ zonal continua unicamente desalimentando con previa autorizacion del supervisor de transmilenio  El tercero se retira pero manifestando que asume la responsabilidad del evento/ Se concilia a favor de la empresa no hace presencia policia  Luego el zonal de finalizar de desalimentar se desplaza a patio  Informa Técnico de Control Christian Garcia a Supervisor de Transmilenio Edwin Garzon ;0;0;0;5;Sí;WPN487;No;Occi-Orien
203896;16;14 - 15;12:00 - 15:59;9;3;3;3;2;[821] 60 V2;[3340] 60 EEMB;600022;508138;Operador, quien realiza la ruta con la Tabla 32 en el viaje 1, informa que motocicleta, de la cual el operador no alcanza a tomar placas, golpea el zonal en costado derecho trasero  En el evento no se presentan heridos  El tercero se retira del punto sin suministrar datos  Zonal continua recorrido  No se presenta policia de transito  Reporta Técnico de Control Zonal Andrés Felipe Martínez Moreno de Este Es Mi Bus SAS a Técnico Supervisor de TransMilenio SA Damaris  Reyes Vargas;0;0;0;5;No;WNT210;No;Norte-Sur
203909;16;16 - 17;16:00 - 19:59;2;3;3;3;2;[821] 60 V2;[3340] 60 EEMB;600233;517031;Operador, quien realiza la Ruta con la Tabla 32 en el Viaje 1, informa que vehiculo tipo furgon, del cual el operador no alcanza a tomar placas, pasa y le golpea en el costado izquierdo  En el evento no se presentan heridos  El tercero se retira del punto sin suministar datos  Zonal continua recorrido para cambio de movil  No se presenta policia de transito  Reporta Técnico de Control Zonal Andres Felipe Martinez Moreno de Este Es Mi Bus SAS a Técnico Supervisor de TransMilenio SA Damaris  Reyes Vargas;0;0;0;5;No;WNT210;No;Sur-Norte
203912;16;16 - 17;16:00 - 19:59;3;3;3;3;2;[739] 271L;[3520] 271_13112018_N-S_V5;597045;505152;Operador realizando la tabla 2 viaje 1 manifiesta que frena por que un vehículo tracción humana estaba mal parquedo/ Al detenerse un Taxi lo colisiona por la parte de atrás no se registran lesionados/ se realiza trasbordo de usuarios  Asiste abogada Maribel Velandia quién determina responsabilidad para el operador con Hipótesis 103 (Adelantar Cerrando) Policia de Tránsito realiza IPAT  y técnico de vias Jhonny Herrera/ El zonal se desplaza a patio  Informo Técnico de control Yair Ariza a Técnico Supervisor de TransMilenio Damaris Reyes  ;0;0;0;5;No;WNT112;No;Sur-Norte
202490;6;4 - 5;04:00 - 07:59;9;1;3;7;5;[290] R_Z4;[676] IDA_BSA-USQ;589022;512013;"Tabla: 9/ Viaje: 1/ Detalle : operador informa que un motociclista se le atravieza y no alcanza a reaccionar y colisionan / Asiste al punto : Aseguradora/ Reportado a: Fernando Forero Tecnico supervisor TM S A/ Conlusion: se realiza informe de transito con causal 121 ""No mantener distacia de Seguridad"" para el operador, el movil es inmovilizado y el operador es conducido a medicina legal para los respectivos examenes  
";0;1;0;1;No;VEV806;No;Occi-Orien
203953;16;20 - 21;20:00 - 23:59;12;3;3;3;2;[197] R_C37;[2800] CIRCULAR 12062017;604242;520454;Operador realizando Tabla 13 Viaje 4 informa que una ruta escolar colisiona el zonal,no se presentan lesionados  se envia asistencia juridica abogado Anderson Camino quien realiza conciliacion y el movil continua recorrido, al punto no hace presencia policia de transito   Reporta Técnico de Control Zonal Andrés Felipe Martínez Moreno de Este Es Mi Bus SAS a Técnico Supervisor de TransMilenio SA Andres Mauricio Muñoz Morales;0;0;0;5;Sí;WNT097;No;Orien-Occi
203959;16;22 - 23;20:00 - 23:59;2;3;3;3;2;[835] 201B;[3397] 201B CIRCULAR;598916;515338;"
El operador realizando tabla 36 viaje 1 informa que se desplazaba por su carril y un vehiculo particular sale sin precaución hacia el carril numero 2, el operador no tiene tiempo de reacción y chocanen el punto llega policia y les ordena mover los vehiculos  El tercero huye del sitio sin brindar información  No se presentan lesionados  Zonal continua con la ruta  Informa Técnico Control Julio Reyes a Supervisor de Transmilenio Andres Muñoz      ";0;0;0;5;No;WPO036;No;Orien-Occi
204018;17;13 - 14;12:00 - 15:59;2;3;3;3;2;[197] R_C37;[2800] CIRCULAR 12062017;597911;521243;Operador   realizando tabla  14  en el viaje  3   informa que va en recorrido un vehículo particular lo cierra informando que metros atrás   le colisiono el automóvil en el costado izquierdo y que tenía un video de esa novedad, operador solicita  ver el video para lo cual el tercero  solo muestra una imagen donde no  se evidencian las placas, al ver que se solicitan asistencias  manifiesta que  no  está seguro  de que sea el vehículo y se retira del punto   sin  brindar dato  alguno, en el hecho no se presentan lesionados, el móvil continua recorrido y no presenta ningún daño, al punto  no hace presencia policía, reporta técnico de control Luis Morales  a supervisor TMSA Andrés Muñoz;0;0;0;5;No;WPN476;No;Sur-Norte
201997;1;7 - 8;04:00 - 07:59;4;3;3;9;3;[595] T11;[2321] T11_IDA_SN_VISTA HERMOSA;606065;526922;"
Operador  reporta que realizando la tabla 27 viaje 1 , presenta un evento con las siguientes características: el móvil transitaba por el carril derecho , se encontraba transitando por su carril cuando un bus  de servicio intermunicipal pasa por el carril izquierdo sin precaución y a alta velocidad, golpeando el espejo izquierdo del zonal generando la ruptura del mismo  y de inmediato se da a la fuga, en el evento no se presentan personas lesionadas, el operador  continua recorrido   Se informa al Técnico de Supervisión de Transmilenio S A  Brandon Vivas, TC  oscar bolívar  SUMA S A S
";0;0;0;5;No;WGH215;No;Sur-Norte
202050;1;14 - 15;12:00 - 15:59;2;3;3;9;3;[384] SE14;[3190] SE14_V_20180515;597285;503928;Tabla: 14/ Viaje: 4 / operador informa que  presenta accidente de tránsito simple Con Volqueta  la cual por intentar sobrepasarlo alcanza a golpear el espejo del costado izquierdo del zonal ocasionando que este se rompa/Llega al punto verificador de calidad Carlos Quijano quien finalmente confirma que cada uno asume los daños y posteriormente el móvil es enviado a patio/ Reportado por: RIANO ANGELA  de Organización Suma a José Manuel Duque Técnico Transmilenio ;0;0;0;5;No;WEU871;No;Occi-Orien
202100;1;22 - 23;20:00 - 23:59;9;3;3;9;3;[182] 624;[3517] 624_VACÍO_VUELTAV2;595023;503320;Tabla: 9/ Viaje: 17 / Donde el operador informa que estaba dando reversa ya que hay un particular varado y en el hecho golpea y rompe el guarda barro de una moto que se encontraba detrás, no hay personas lesionadas, se envía asistencia al punto, Tercero se retira del punto móvil continua recorrido Reportado por: FABIAN COLORADO de  Organización Suma  a John Siza Técnico Transmilenio ;0;0;0;5;No;VEQ240;No;Sur-Norte
202102;1;22 - 23;20:00 - 23:59;4;3;3;9;3;[95] 796A;[2420] 796v3_VUELTA;595514;505180;"Tabla 17 viaje 12 - Operador reporta que bajando el cambio de cuarta a segunda, hace mal procedimiento y el cambio le queda en reversa y detrás de el viene un bus del TPC y lo impacta en la parte delantera, sentido Norte - Sur/ No hay lesionados/ Se envía asistencia de recomoto/ Finalmente se realiza IPAT con causal 134 para el zonal : zonal se desplaza para patio : Reportado a TS Jhon Siza TMSA/ Reportado por TC Alejandro Rodriguez Suma
";0;0;0;5;No;WHQ164;No;Norte-Sur
202120;2;7 - 8;04:00 - 07:59;4;3;3;9;3;[612] T12;[3233] T12_V2_IDA;596694;506126;Tabla 2 viaje 1 / Operador reporta que un colectivo  invade carril y lo impacta en la parte trasera , se envía asistencia  al punto /    Finalmente se realiza conciliación a favor / Móvil continua recorrido/  Reportado por: Johanna Marcela Fajardo Restrepo de Organización Suma a Brandon Vivas Tecnico Transmilenio ;0;0;0;5;No;WHP719;No;Sur-Norte
202170;2;13 - 14;12:00 - 15:59;6;3;3;9;3;[612] T12;[3233] T12_V2_IDA;602694;509188;Tabla: 22/ Viaje: 3  Operador informa que un el zonal de la empresa Masivo Capital Z25-2030 lo deja rodar debido a que al cambiar la tabla no le acciona el freno de seguridad por ende se rueda y golpea el hibrido, se comunica con la empresa Masivo Capital y ellos asumen la responsabilidad/ Movil se dirige a patio: Reportado por: Oscar Danilo Valderrama Morera de  Organización Suma  a José Manuel Duque Técnico Transmilenio |;0;0;0;5;Sí;WHS487;No;Orien-Occi
202172;2;13 - 14;12:00 - 15:59;2;3;3;9;3;[253] 736;[2326] 736v2_IDA;605979;526376;"Operador  reporta que  realizando la tabla 11 viaje 3 , presenta un evento con las siguientes características: el móvil transitaba por el carril derecho se encontraba transitando por su carril cuando un particular , cambia de carril sin precaución chocando el zonal en el costado derecho el en el evento no se presentan personas lesionadas, el operador realiza trasbordo de usuarios y espera asistencia de la empresa   Se informa al Técnico de Supervisión de Transmilenio S A  Sandra Suarez , TC óscar bolívar SUMA S A S además de esto me informa operador que el señor del particular lo está agrediendo verbalmente Finalmente se concilia a favor : movil a patio 
";0;0;0;5;Sí;ESM112;No;Sur-Norte
202200;2;15 - 16;12:00 - 15:59;2;3;3;9;3;[384] SE14;[3189] SE14_I_20180515;602097;512004;Tabla 4/Viaje 5:Presenta accidente de tránsito simple con furgón  el cual pasa alta velocidad y golpea el espejo del costado izquierdo del zonal ocasionando que este se rompa, operador informa que llega policía de vigilancia al punto y se concilia a favor de Suma, zonal continua con su recorrido/ Reportado a TS José Manuel Duque de TMSA  Reportado por TCZ Angela Riaño de Organización Suma;0;0;0;5;Sí;WEU871;No;Sur-Norte
202201;2;16 - 17;16:00 - 19:59;2;3;3;9;3;[514] 703(SU);[2915] 703v4_VUELTA;599346;506704;16:34 Operador reporta que con el móvil realizando la tabla 04 viaje 08, presenta un evento con las siguientes características: el móvil se encontraba alimentando usuarios cuando una camioneta golpea el espejo retrovisor izquierdo generado la fractura del espejo retrovisor izquierdo y de la carcaza, no se presenta personas lesionadas, zonal continua descargando usuarios y posterior a ello se envía a patio para el cambio del espejo Reportado por TCZ William Gavilán Organización Suma a TS José Manuel Duque  TMSA ;0;0;0;5;No;WGH204;No;Norte-Sur
202245;2;20 - 21;20:00 - 23:59;17;3;3;9;3;[566] 742_COMPLETA;[1456] 742_VUELTA_NS_150716;593317;503404;Tabla 2/ Viaje 6/ Operador informa que canino atreviesa la via de manera repentina, por lo cual el operador  no alcanza frenar y lo aplasta  Operador se detiene y baja del mismo e indica que nadie le hace ningun tipo de reclamacion  Operador continua recorrido  Reportado por TCZ Julian Orozco SUMA SAS  Reportado a TS Crisanto Ortiz;0;0;0;5;No;SWS557;No;Norte-Sur
202258;2;23 - 0;20:00 - 23:59;2;3;3;9;3;[427] 266;[1693] 266v3_IDA;599978;524119;El operador reporta que una volqueta de placas AJE361 lo cierra varias veces y lo insulta, pero el operador dice que es sin ninguna razón aparente o que se equivoco de bus, lo cierra varias veces y el operador lo evita quedándose en un paradero dejando usuarios pero el tercero le da reversa a su vehículo y con la parte trasera impacta la parte delantera del zonal, dejando daños considerables al bus del SITP Suma, la volqueta se va del punto y el zonal se dirige para patio Aguacero/ Reportado a TS Crisanto Ortiz TMSA/ Reportado por TC Alejandro Rodriguez Suma ;0;0;0;5;No;WGH193;No;NO APLICA
202265;3;6 - 7;04:00 - 07:59;4;3;3;9;3;[548] C13;[3177] C13_CIRCULAR;601335;509927;Tabla: 9/ Viaje: 1 /  Operadora reporta que pasa colectivo y le rompe el espejo retrovisor izquierdo, tercero manifiesta que fue por esquivar a otro zonal,  que se iba a perseguirlo y se da a la fuga / en el evento no se presentan usuarios lesionados, se realiza trasbordo y zonal se desplaza para patio   Reportado por: Alexander Duarte de  Organización Suma  a Laura Sánchez Técnico Transmilenio ;0;0;0;5;No;VFD180;No;Sur-Norte
202273;3;8 - 9;08:00 - 11:59;18;3;3;9;3;[427] 266;[1693] 266v3_IDA;595344;503389;Operador de código 801198 informa que mientras realizaba Tb: 25/ Vj: 1  tiene un evento con las siguientes características: Un bus del TPC adelanta cerrando al zonal y este por no impactarlo aorilla demasiado el vehículo golpeando con la parte derecha poste de alumbrado publico, no se presentan personas lesionadas o fallecidas, solo daños materiales, zonal se desplaza a patio/ Reportado por: Willy Garcia de  Organización Suma a Laura Sanchez Tecnico Transmilenio ;0;0;0;5;No;ESM108;No;Sur-Norte
202282;3;10 - 11;08:00 - 11:59;2;3;3;9;3;[486] P44;[2623] P44v2_IDA;591033;508266;"
Operador  reporta que  realizando la tabla 3  viaje 5   presenta un evento con las siguientes características: el móvil transitaba por el carril derecho se encontraba transitando por su carril cuando un particular   pasa sin precaución y golpea el zonal en la parte  trasera izquierda    y de inmediato se da a la fuga, en el evento no se presentan personas lesionadas, el operador  continua recorrido   Se informa al Técnico de Supervisión de Transmilenio S A  Laura Sánchez, TC  óscar bolívar  SUMA S A S
";0;0;0;5;No;VES309;No;Sur-Norte
202330;3;17 - 18;16:00 - 19:59;2;3;3;9;3;[275] R_16;[1502] IDA_V2;592908;507993;Tb: 2/ Vj: 13 el operador informa que va en servicio y un automóvil invade la glorieta y frena en seco haciendo que el zonal lo golpee, al punto se envia asistencia de la compañía, al llegar asistencia confirman culpabilidad del znal por lo que se logra una conciliacion con el tercero el zonal se envia a patio / Reportado por: CHICAIZA ORDONEZ CESAR AUGUSTO de  Organización Suma  a fredy cardona  Tecnico Transmilenio ;0;0;0;5;Sí;WHQ172;No;Norte-Sur
202379;4;9 - 10;08:00 - 11:59;2;3;3;9;3;[427] 266;[1053] 266_IDA;594665;501908;Percance Causa: Con particular / Nota: 2018-11-04 / 09:10:33 / Móvil:Z80-7128/ Ruta 266/ Tb: 17/ Vj: 1 / Op: 803652 / Dirección: Carrera 18G con Diagonal 78A Bis Sur / Sentido: Occidente – Oriente /  Parada Final 532 A 11  / Operador iba subiendo  hacia cabecera a iniciar servicio y se encuentra en la curva  con un vehículo particular de placas CZJ164 y colisionan, en el evento no se presentan lesionados,  se envía asistencia de recomoto y profesional de policía / Reportado por: Alexander Duarte de  Organización Suma  a José Contreras Técnico Transmilenio ;0;0;0;5;No;WHP699;No;Occi-Orien
202531;6;9 - 10;08:00 - 11:59;10;1;3;5;1;[664] T40;[1836] T40;592064;510093;Tabla 16 / Viaje 1/  Operador  informa que  le toca frenar  bruscamente porque un particular  lo cierra  y   por este  suceso  se  le cae y se golpean dentro del zonal dos usuarias, se hace informe de Transito con codificación  para el Operador 119/  Reportado Por El Tcz De Etib - Pacheco Carlos Fernando/ Reportado Al Ts Del Ente Gestor - Alfonso B  Jiménez;0;2;0;1;No;WLT610;Sí;Norte-Sur
202405;4;15 - 16;12:00 - 15:59;2;3;3;9;3;[427] 266;[1694] 266v3_VUELTA;593007;507505;15:45 Operador reporta que con el móvil realizando la tabla 17 viaje 1, presenta un evento con las siguientes características: el móvil se encontraba transitando cuando un camión golpea el espejo retrovisor izquierdo logrando la fragmentación del espejo, tercero se da a la fuga, no se presenta personas lesionadas, zonal continua únicamente desalimentado y posterior a ello se dirige a patio por TCZ William Gavilán Organización Suma a TS Pedro Nel Perdomo;0;0;0;5;No;WGH218;No;NO APLICA
202408;4;17 - 18;16:00 - 19:59;18;3;3;9;3;[571] 260;[2983] 260_CIRCULAR;595200;501757;Tabla 13/ Viaje 2/ Operador infoma que por estado de la via (piso humedo) el movil se le resvala y el movil golpea contra una casa, segun indica la casa no presenta daños  Movil es enviado a patio  Reportado por TCZ Julian Orozco SUMA SAS  Reportado a TS Pedro Nel Perdomo ;0;0;0;5;No;WHQ145;No;Orien-Occi
202449;5;12 - 13;12:00 - 15:59;2;3;3;9;3;[95] 796A;[2419] 796v3_IDA;597298;506315;Tabla 2/Viaje 7/presenta accidente de tránsito simple con vehículo particular de placas CXB 271, operador informa que colisiona al tercero en la parte trasera, después de uno minutos tercero se retira del punto/ Zonal presenta daños en la placa y fibra delantera/ Móvil continua con el recorrido/ Reportado por TCZ Angela Riaño de Organización Suma a TS Pedro Nel Perdomo de TMSA ;0;0;0;5;No;WHQ161;No;Sur-Norte
202458;5;14 - 15;12:00 - 15:59;18;3;3;9;3;[427] 266;[1693] 266v3_IDA;595169;503167;Nota: 2018-11-05 / 14:20:34 / Móvil:Z80-7150/ Ruta 266/ Tb: 16/ Vj: 3 / Op: 801047 / Dirección: Calle 65a Bis Sur con carrera 17m/ Reporta el operador que en la dirección relacionada anteriormente se  horilla para dar paso a un vehículo que pasaba en el momento sin percatarse que al realizar dicha maniobra  golpea un poste ubicado en la zona con el cual rompe el espejo retrovisor del costado derecho y la lagrima del mismo costado, hecho seguido se verifica que el poste no sufre ningún daño y el vehículo se dirige a patio para su reparación pertinente   Causa: Con infraestructura / Sentido: sur a norte/ Parada Inicial2 688 a  Parada Final2798 / Reportado por: Jiménez Yesid de  Organización Suma  a Pedro Nel Perdomo Técnico Transmilenio ;0;0;0;5;No;WHP721;No;NO APLICA
202470;5;18 - 19;16:00 - 19:59;2;3;3;9;3;[427] 266;[1694] 266v3_VUELTA;593020;507388;Nota: 2018-11-05 / 18:35:22 / Móvil: Z80-7125/ Ruta 266/ Tb: 13/ Viaje: 4 / Op: 803794 / Dirección: Carrera 70c con calle 62b Sur/  Reporta el operador que en la dirección en mención un vehículo particular marca Twingo de placas BLC-066 impacta el bus zonal en el costado izquierdo trasero sobre las llantas posición 3 y 4 dañando el Bomper del vehículo, el zonal no sufre daño alguno, al lugar asiste verificador vial de la organización suma Helmuth Barón  / Sentido: Norte a Sur/ Parada Inicial2884 a  Parada Final2910 /  Reportado por: Jiménez Yesid  de  Organización Suma  a Samir Sechague Técnico Transmilenio ;0;0;0;5;No;WHP696;No;NO APLICA
202503;6;7 - 8;04:00 - 07:59;4;3;3;9;3;[161] R_165;[2533] 165_IDA_SN_V2;595503;510681;Percance: Con servicio público bus, Donde el operador informa que el Bus de servicio particular, pasa cerca del Zonal y rompe el espejo izquierdo, Operador no toma placas sigue en recorrido des-alimentando, / 2018-11-06 / 07:17:04 / Móvil:Z80-4115/ Ruta 165/ Tb: 22/ Vj: 1 / Op: 804000 / Direccion: Av  Boyaca x 1 de Mayo  / Sentido: Sur - Norte / Parada Inicial647 a  Parada Final647 / Reportado por: FABIAN COLORADO de  Organización Suma  a Gloria Chartano  Tecnico Transmilenio ;0;0;0;5;No;VEP189;No;NO APLICA
202554;6;11 - 12;08:00 - 11:59;12;3;3;9;3;[427] 266;[1694] 266v3_VUELTA;594804;501696;Operador informa que mientras realizaba Tb: 8/ Vj: 2 tiene un evento con las siguientes características: transitaba por vía angosta y al tratar de pasar un bus escolar que se encontraba estacionado sobre la via, se produce impacto entre los vehículos, no se presentan personas lesionadas o fallecidas solo daños materiales, finalmente se concilia y zonal se desplaza a patio  Reportado por: Willy Garcia de  Organización Suma  a Jorge Gutierrez  Tecnico Transmilenio ;0;0;0;5;Sí;WGH202;No;Norte-Sur
202570;6;12 - 13;12:00 - 15:59;5;3;3;9;3;[595] T11;[2318] T11_IDA_SN_V3;606229;527928;Tabla 15/ Viaje 3/ Operador informa que transita por la Autopista Norte y Alimetador de Masivo Capital (SO-011) Sale del paradero sin precaucion lo que causa que el zonal con la parte trasera del zonal le rompa el espejo izquierdo  Se acuerda cuenta de cobro a favor de Masivo  Zonal continua recorrido  Reportado por TCZ Julian Orozco SUMA SAS  Reportado a TS Jorge Gutierrez TMSA ;0;0;0;5;Sí;WHP705;No;Sur-Norte
